region,tech,c2a,notes,data_id,data_source,dq_cred,dq_geog,dq_struc,dq_tech,dq_time
PEI,T_HDV_BIC_DSL_HEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
PEI,T_HDV_BIC_FCEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
PEI,T_HDV_BIC_GSL,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
PEI,T_HDV_BS_BEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
PEI,T_HDV_BS_CNG,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
PEI,T_HDV_BS_DSL,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
PEI,T_HDV_BS_DSL_HEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
PEI,T_HDV_BS_DSL_PHEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
PEI,T_HDV_BS_FCEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
PEI,T_HDV_BS_FCHEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
PEI,T_HDV_BS_GSL,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
PEI,T_HDV_BT_BEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
PEI,T_HDV_BT_CNG,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
PEI,T_HDV_BT_DSL,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
PEI,T_HDV_BT_DSL_HEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
PEI,T_HDV_BT_DSL_PHEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
PEI,T_HDV_BT_FCEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
PEI,T_HDV_BT_FCHEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
PEI,T_HDV_BT_GSL,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
PEI,T_I_H2_ELC_ALK,31.536,"[PJ/GW] 1 GW x 8,760 hours = 8,760 GWh = 31.54 PJ",TRPHRPEI001,,,,,,
PEI,T_I_H2_ELC_PEM,31.536,"[PJ/GW] 1 GW x 8,760 hours = 8,760 GWh = 31.54 PJ",TRPHRPEI001,,,,,,
PEI,T_I_H2_SMR,31.536,"[PJ/GW] 1 GW x 8,760 hours = 8,760 GWh = 31.54 PJ",TRPHRPEI001,,,,,,
PEI,T_I_H2_SMR_CCS,31.536,"[PJ/GW] 1 GW x 8,760 hours = 8,760 GWh = 31.54 PJ",TRPHRPEI001,,,,,,
PEI,T_LDV_M_BEV,0.65,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 2 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
PEI,T_LDV_M_GSL,0.65,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 2 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
QC,T_ELC_AC_DC,31.536,"[PJ/GW] 1 GW x 8,760 hours = 8,760 GWh = 31.54 PJ",TRPHRQC001,,,,,,
QC,T_H2_COMP_10_100,31.536,"[PJ/GW] 1 GW x 8,760 hours = 8,760 GWh = 31.54 PJ",TRPHRQC001,,,,,,
QC,T_H2_COMP_100_700,31.536,"[PJ/GW] 1 GW x 8,760 hours = 8,760 GWh = 31.54 PJ",TRPHRQC001,,,,,,
QC,T_HDV_BIC_BEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_HDV_BIC_DSL,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_HDV_BIC_DSL_HEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_HDV_BIC_FCEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_HDV_BIC_GSL,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_HDV_BS_BEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_HDV_BS_CNG,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_HDV_BS_DSL,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_HDV_BS_DSL_HEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_HDV_BS_DSL_PHEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_HDV_BS_FCEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_HDV_BS_FCHEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_HDV_BS_GSL,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_HDV_BT_BEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_HDV_BT_CNG,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_HDV_BT_DSL,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_HDV_BT_DSL_HEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_HDV_BT_DSL_PHEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_HDV_BT_FCEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_HDV_BT_FCHEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_HDV_BT_GSL,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_I_H2_ELC_ALK,31.536,"[PJ/GW] 1 GW x 8,760 hours = 8,760 GWh = 31.54 PJ",TRPHRQC001,,,,,,
QC,T_I_H2_ELC_PEM,31.536,"[PJ/GW] 1 GW x 8,760 hours = 8,760 GWh = 31.54 PJ",TRPHRQC001,,,,,,
QC,T_I_H2_SMR,31.536,"[PJ/GW] 1 GW x 8,760 hours = 8,760 GWh = 31.54 PJ",TRPHRQC001,,,,,,
QC,T_I_H2_SMR_CCS,31.536,"[PJ/GW] 1 GW x 8,760 hours = 8,760 GWh = 31.54 PJ",TRPHRQC001,,,,,,
QC,T_LDV_M_BEV,0.65,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 2 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
QC,T_LDV_M_GSL,0.65,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 2 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
SK,T_ELC_AC_DC,31.536,"[PJ/GW] 1 GW x 8,760 hours = 8,760 GWh = 31.54 PJ",TRPHRSK001,,,,,,
SK,T_H2_COMP_10_100,31.536,"[PJ/GW] 1 GW x 8,760 hours = 8,760 GWh = 31.54 PJ",TRPHRSK001,,,,,,
SK,T_H2_COMP_100_700,31.536,"[PJ/GW] 1 GW x 8,760 hours = 8,760 GWh = 31.54 PJ",TRPHRSK001,,,,,,
SK,T_HDV_BIC_BEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_HDV_BIC_DSL,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_HDV_BIC_DSL_HEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_HDV_BIC_FCEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_HDV_BIC_GSL,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_HDV_BS_BEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_HDV_BS_CNG,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_HDV_BS_DSL,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_HDV_BS_DSL_HEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_HDV_BS_DSL_PHEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_HDV_BS_FCEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_HDV_BS_FCHEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_HDV_BS_GSL,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_HDV_BT_BEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_HDV_BT_CNG,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_HDV_BT_DSL,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_HDV_BT_DSL_HEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_HDV_BT_DSL_PHEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_HDV_BT_FCEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_HDV_BT_FCHEV,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_HDV_BT_GSL,16.25,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 50 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_I_H2_ELC_ALK,31.536,"[PJ/GW] 1 GW x 8,760 hours = 8,760 GWh = 31.54 PJ",TRPHRSK001,,,,,,
SK,T_I_H2_ELC_PEM,31.536,"[PJ/GW] 1 GW x 8,760 hours = 8,760 GWh = 31.54 PJ",TRPHRSK001,,,,,,
SK,T_I_H2_SMR,31.536,"[PJ/GW] 1 GW x 8,760 hours = 8,760 GWh = 31.54 PJ",TRPHRSK001,,,,,,
SK,T_I_H2_SMR_CCS,31.536,"[PJ/GW] 1 GW x 8,760 hours = 8,760 GWh = 31.54 PJ",TRPHRSK001,,,,,,
SK,T_LDV_M_BEV,0.65,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 2 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
SK,T_LDV_M_GSL,0.65,"[bpkm/k units] An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 2 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
